»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-29,'600275,*ST≤˝”„,6.0,6.08,5.8,5.81,5.85,0.15,2.5641,0.9182,4672101,27811507.0,3053023428.0,3053023428.0
2017-12-28,'600275,*ST≤˝”„,5.85,5.94,5.77,5.87,5.9,-0.05,-0.8475,0.8571,4361100,25457982.0,2976697842.3,2976697842.3
2017-12-27,'600275,*ST≤˝”„,5.9,6.03,5.81,5.87,5.93,-0.03,-0.5059,0.9971,5073509,30030536.0,3002139704.2,3002139704.2
2017-12-26,'600275,*ST≤˝”„,5.93,5.94,5.72,5.73,5.77,0.16,2.773,0.692,3520919,20664911.0,3017404821.34,3017404821.34
2017-12-25,'600275,*ST≤˝”„,5.77,5.95,5.68,5.85,5.93,-0.16,-2.6981,0.7533,3832850,22206548.0,2935990863.26,2935990863.26
2017-12-22,'600275,*ST≤˝”„,5.93,6.19,5.86,6.19,6.09,-0.16,-2.6273,1.3472,6854984,40989231.0,3017404821.34,3017404821.34
2017-12-21,'600275,*ST≤˝”„,6.09,6.09,5.93,5.93,5.8,0.29,5.0,0.7396,3763468,22790237.0,3098818779.42,3098818779.42
2017-12-20,'600275,*ST≤˝”„,5.8,5.96,5.71,5.74,5.72,0.08,1.3986,1.0344,5263658,30773351.0,2951255980.4,2951255980.4
2017-12-19,'600275,*ST≤˝”„,5.72,5.84,5.63,5.66,5.7,0.02,0.3509,0.7496,3814204,21903543.0,2910549001.36,2910549001.36
2017-12-18,'600275,*ST≤˝”„,5.7,5.99,5.68,5.9,5.97,-0.27,-4.5226,1.1744,5975912,34503629.0,2900372256.6,2900372256.6
2017-12-15,'600275,*ST≤˝”„,5.97,6.26,5.92,6.2,6.13,-0.16,-2.6101,1.2752,6488470,39289715.0,3037758310.86,3037758310.86
2017-12-14,'600275,*ST≤˝”„,6.13,6.13,5.81,5.81,5.84,0.29,4.9658,1.6361,8325111,50430898.0,3119172268.94,3119172268.94
2017-12-13,'600275,*ST≤˝”„,5.84,5.86,5.63,5.79,5.79,0.05,0.8636,0.9898,5036222,29064178.0,2971609469.92,2971609469.92
2017-12-12,'600275,*ST≤˝”„,5.79,6.05,5.79,6.05,6.09,-0.3,-4.9261,1.5725,8001422,46965024.0,2946167608.02,2946167608.02
2017-12-11,'600275,*ST≤˝”„,6.09,6.22,5.95,6.17,6.17,-0.08,-1.2966,0.9048,4604129,27824034.0,3098818779.42,3098818779.42
2017-12-08,'600275,*ST≤˝”„,6.17,6.21,5.98,6.2,6.23,-0.06,-0.9631,0.6629,3373001,20667748.0,3139525758.46,3139525758.46
2017-12-07,'600275,*ST≤˝”„,6.23,6.29,6.01,6.08,6.11,0.12,1.964,0.5466,2781251,17169294.0,3170055992.74,3170055992.74
2017-12-06,'600275,*ST≤˝”„,6.11,6.29,5.98,6.27,6.29,-0.18,-2.8617,0.8784,4469410,27261930.0,3108995524.18,3108995524.18
