日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-29,'600409,三友化工,9.59,9.66,9.52,9.64,9.62,-0.03,-0.3119,1.0629,19667334,188329122.0,19797111206.3,17745196820.3
2017-12-28,'600409,三友化工,9.62,9.63,9.36,9.45,9.46,0.16,1.6913,1.4682,27166631,258958792.0,19859041689.8,17800708384.9
2017-12-27,'600409,三友化工,9.46,9.61,9.33,9.43,9.41,0.05,0.5313,1.5112,27963937,265604522.0,19528745778.1,17504646707.0
2017-12-26,'600409,三友化工,9.41,9.46,9.22,9.36,9.4,0.01,0.1064,0.8345,15441874,144555236.0,19425528305.7,17412127432.7
2017-12-25,'600409,三友化工,9.4,9.54,9.35,9.5,9.49,-0.09,-0.9484,0.7421,13730870,129921839.0,19404884811.2,17393623577.8
2017-12-22,'600409,三友化工,9.49,9.58,9.28,9.35,9.39,0.1,1.065,1.2854,23785109,225540323.0,19590676261.5,17560158271.6
2017-12-21,'600409,三友化工,9.39,9.44,9.09,9.39,9.38,0.01,0.1066,1.6459,30455825,281714928.0,19384241316.7,17375119722.9
2017-12-20,'600409,三友化工,9.38,9.57,9.37,9.55,9.55,-0.17,-1.7801,0.9107,16851835,158838447.0,19363597822.2,17356615868.1
2017-12-19,'600409,三友化工,9.55,9.59,9.37,9.37,9.39,0.16,1.7039,1.089,20150544,191890194.0,19714537228.4,17671181400.8
2017-12-18,'600409,三友化工,9.39,9.73,9.38,9.69,9.71,-0.32,-3.2956,1.8379,34008765,322340107.0,19384241316.7,17375119722.9
2017-12-15,'600409,三友化工,9.71,9.93,9.7,9.87,9.89,-0.18,-1.82,1.0369,19187297,188285282.0,20044833140.1,17967243078.8
2017-12-14,'600409,三友化工,9.89,10.02,9.85,10.0,9.99,-0.1,-1.001,1.2162,22504847,222705156.0,20416416040.7,18300312466.4
2017-12-13,'600409,三友化工,9.99,10.11,9.88,10.01,10.05,-0.06,-0.597,1.3918,25753660,257239513.0,20622850985.5,18485351015.1
2017-12-12,'600409,三友化工,10.05,10.26,10.04,10.19,10.23,-0.18,-1.7595,1.1104,20546953,208472485.0,20746711952.4,18596374144.3
2017-12-11,'600409,三友化工,10.23,10.23,10.03,10.14,10.12,0.11,1.087,1.1953,22118058,224352413.0,21118294853.0,18929443532.0
2017-12-08,'600409,三友化工,10.12,10.16,10.03,10.03,10.05,0.07,0.6965,1.179,21815745,220403609.0,20891216413.8,18725901128.4
2017-12-07,'600409,三友化工,10.05,10.23,10.0,10.23,10.27,-0.22,-2.1422,1.4158,26197451,264531604.0,20746711952.4,18596374144.3
2017-12-06,'600409,三友化工,10.27,10.29,9.94,10.02,10.08,0.19,1.8849,1.7367,32135137,324576863.0,21200868831.0,19003458951.5
2017-12-05,'600409,三友化工,10.08,10.61,9.95,10.48,10.56,-0.48,-4.5455,2.7747,51342230,524967122.0,20808642435.8,18651885709.0
2017-12-04,'600409,三友化工,10.56,10.92,10.47,10.8,10.81,-0.25,-2.3127,2.4445,45232540,483436736.0,21799530170.9,19540070742.7
2017-12-01,'600409,三友化工,10.81,10.89,10.69,10.72,10.68,0.13,1.2172,2.3883,44192972,476460886.0,22315617532.9,20002667114.5
2017-11-30,'600409,三友化工,10.68,10.82,10.57,10.8,10.87,-0.19,-1.7479,2.5226,46677973,499846973.0,22047252104.6,19762117001.2
2017-11-29,'600409,三友化工,10.87,10.95,10.28,10.38,10.39,0.48,4.6198,4.7262,87452870,933870664.0,22439478499.8,20113690243.7
2017-11-28,'600409,三友化工,10.39,10.4,10.06,10.08,10.13,0.26,2.5666,1.5587,28841179,295663864.0,21448590764.7,19225505209.9
2017-11-27,'600409,三友化工,10.13,10.45,10.1,10.2,10.24,-0.11,-1.0742,1.5401,28497121,293362157.0,20911859908.2,18744404983.3
2017-11-24,'600409,三友化工,10.24,10.25,9.97,10.04,10.13,0.11,1.0859,1.2928,23921173,241892878.0,21138938347.5,18947947386.9
